"Sex","Age","Marital.status","Number.of.children","Years.of.education","Managerial.position","Work.hours","Full.time","Income","BWAS1","BWAS2","BWAS3","BWAS4","BWAS5","BWAS6","BWAS7","UWES1","UWES2","UWES3","UWES4","UWES5","UWES6","UWES7","UWES8","UWES9","MBI1","MBI2","MBI3","MBI4","MBI5","MBI6","MBI7","MBI8","MBI9","MBI10","MBI11","MBI12","MBI13","MBI14","MBI15","MBI16","PSS1","PSS2","PSS3","PSS4","PSS5","PSS6","PSS7","PSS8","PSS9","PSS10"
1,38,1,2,17,"Non managarial",40,1,NA,2,5,3,3,2,4,4,2,2,4,1,1,1,2,5,5,6,7,6,4,6,4,2,1,2,5,6,3,7,4,1,3,3,3,4,4,4,2,4,4,4,2
0,29,1,1,17,"Middle managarial",47,1,40000,1,4,4,3,2,4,3,3,4,6,5,4,3,5,6,5,4,6,4,2,6,4,2,1,4,7,2,2,6,4,1,5,4,5,5,3,3,3,2,2,4,3
1,56,1,4,17,"Non managarial",45,1,56000,3,3,2,4,1,2,3,5,5,6,5,6,6,6,6,6,2,3,1,1,7,2,7,3,2,7,3,3,7,4,1,7,3,4,3,4,4,3,3,3,3,3
1,35,1,1,17,"Non managarial",40,1,NA,3,3,3,3,2,3,2,5,5,6,5,6,6,6,6,5,1,1,1,1,7,1,7,1,1,7,7,6,5,1,1,6,3,2,4,4,4,2,4,4,3,3
1,50,1,3,17,"Non managarial",45,1,NA,3,4,2,4,3,4,3,6,1,6,5,1,4,4,5,2,5,6,6,5,6,4,6,1,4,7,7,7,7,1,1,2,4,3,3,4,4,3,3,3,3,2
1,58,1,3,17,"Non managarial",60,1,70000,3,4,3,4,3,4,2,5,5,6,5,5,5,6,6,5,6,4,3,3,4,5,4,1,4,6,5,2,6,4,2,5,3,3,4,3,3,3,4,4,4,2
1,22,0,1,17,"Non managarial",25,0,14000,3,4,1,3,3,2,3,4,4,4,2,0,3,5,5,5,1,3,4,3,7,1,6,2,1,6,7,5,7,2,4,5,3,2,3,4,5,2,3,4,2,1
1,33,0,1,17,"Non managarial",45,1,27000,2,4,4,3,3,3,3,4,5,6,5,3,5,5,5,5,6,6,7,6,6,4,3,3,2,4,5,5,5,3,2,5,3,4,4,4,3,4,3,2,3,3
1,27,0,1,17,NA,40,1,NA,3,4,1,2,1,4,3,2,2,6,2,1,3,2,2,1,4,3,2,1,6,4,2,1,5,7,7,3,7,5,5,3,4,3,4,3,3,4,3,3,4,3
0,45,1,2,17,"Lower managarial",55,1,160000,4,5,3,4,5,4,3,5,5,6,5,5,6,6,6,5,4,7,6,1,5,1,6,1,1,7,6,6,1,2,2,6,4,3,3,3,3,4,2,3,2,3
0,41,1,2,17,"Lower managarial",55,1,55000,4,4,3,4,2,4,2,5,5,5,5,6,6,6,6,5,3,6,3,1,7,1,5,1,1,7,7,7,4,2,1,7,2,1,2,5,5,2,5,5,3,1
0,26,1,1,17,"Non managarial",45,1,3200,2,2,2,2,1,1,1,3,3,3,2,2,3,4,3,3,1,3,2,1,5,2,5,2,2,6,6,5,4,3,2,6,2,2,2,4,4,2,4,4,2,1
0,41,1,2,17,"Non managarial",60,1,NA,2,4,1,2,2,3,1,2,2,1,0,0,2,1,3,0,5,6,4,4,4,5,2,4,5,3,3,1,5,6,7,3,3,3,4,4,2,3,3,2,4,2
0,45,1,2,17,"Non managarial",40,1,NA,3,4,3,1,2,2,2,4,5,6,5,5,4,5,5,3,3,6,4,1,5,1,5,1,1,6,5,3,7,1,1,6,2,1,2,4,3,2,4,4,3,2
1,23,1,NA,17,NA,15,0,1000,2,1,1,1,2,3,1,3,3,5,4,5,5,3,5,1,4,4,4,5,7,3,5,4,4,6,6,5,5,4,1,5,3,2,3,4,4,2,3,4,3,2
0,29,1,1,17,"Non managarial",40,1,NA,1,1,1,1,1,1,1,5,5,5,4,5,3,4,3,0,2,2,2,1,6,1,2,1,1,6,7,5,7,1,1,3,3,1,3,4,4,2,3,4,4,2
1,40,1,2,17,NA,50,1,NA,5,5,2,3,5,4,5,5,5,5,5,4,5,3,5,4,2,4,2,2,7,2,1,1,1,6,7,4,7,2,3,3,3,1,3,4,4,2,5,4,3,2
1,23,1,1,17,"Non managarial",45,1,NA,3,3,4,3,3,3,2,1,1,1,1,1,1,1,1,1,2,5,1,1,3,1,1,1,3,1,3,1,1,1,1,1,2,4,3,3,3,2,3,3,4,3
1,42,1,3,17,"Non managarial",45,1,NA,4,4,4,5,3,4,4,5,5,5,5,5,5,5,5,3,6,6,6,5,6,2,6,1,1,5,5,6,7,1,1,6,3,2,4,3,4,4,3,4,3,3
1,36,0,2,17,"Non managarial",44,1,19920,1,1,1,1,1,1,1,4,3,4,4,5,6,2,2,6,4,2,3,2,7,1,7,1,3,7,7,4,3,3,3,7,2,4,2,4,3,3,5,3,3,2
0,26,1,1,17,"Non managarial",50,1,NA,4,4,2,1,4,3,1,4,4,5,1,5,5,1,4,3,3,4,3,1,6,3,1,2,4,5,5,1,1,2,1,4,2,2,3,5,4,3,4,4,1,2
0,31,0,1,17,"Non managarial",60,1,70000,4,4,4,4,4,3,2,3,3,6,5,3,5,6,6,5,4,6,6,4,5,4,5,1,3,6,6,5,6,5,5,5,3,4,3,3,4,5,3,2,3,3
1,24,0,1,17,"Non managarial",40,1,15000,1,3,2,1,1,2,2,3,3,5,3,3,5,5,4,2,2,4,4,2,5,1,3,1,2,5,5,3,1,2,1,6,2,3,3,2,3,2,4,3,3,1
1,34,1,1,17,"Non managarial",40,1,30000,2,2,3,2,2,2,2,3,4,4,3,3,5,5,5,5,2,3,2,2,6,2,4,3,2,6,6,6,4,3,1,6,2,2,3,4,4,2,3,3,2,1
1,43,1,2,17,NA,40,1,NA,1,2,1,1,1,1,1,5,5,6,3,3,3,6,6,0,2,2,1,1,7,1,7,1,1,7,7,7,7,1,1,6,2,1,3,1,5,2,3,4,2,2
1,23,0,1,17,"Non managarial",45,1,0,1,4,3,2,1,4,1,4,4,5,0,4,3,3,3,0,5,6,4,2,4,2,3,1,1,6,6,4,7,6,1,6,5,2,3,4,4,4,2,4,4,2
1,26,1,1,17,"Non managarial",40,1,NA,2,3,1,2,1,2,1,2,2,3,2,4,4,3,3,3,2,3,5,2,5,2,3,3,3,5,4,3,3,2,2,4,1,1,2,3,3,3,2,3,2,1
1,39,1,4,17,"Non managarial",33,1,NA,1,2,1,1,1,1,1,3,3,4,4,4,5,5,4,4,1,3,3,4,6,2,4,2,1,6,7,6,6,1,1,5,3,2,2,5,4,1,4,4,3,2
1,52,1,5,17,"Non managarial",40,1,40000,4,4,4,3,4,4,4,3,3,6,5,3,5,5,5,5,6,6,6,6,6,6,4,3,3,6,6,4,4,3,3,6,3,3,3,2,4,2,5,3,3,2
1,28,1,1,17,"Middle managarial",27,0,10000,3,5,3,4,4,3,3,3,4,5,4,2,3,3,4,4,6,5,7,5,4,4,7,3,3,5,6,3,6,3,2,5,3,4,4,3,3,5,3,2,4,4
1,53,1,2,17,"Non managarial",50,1,60000,3,4,2,3,3,4,3,4,4,5,3,5,3,2,3,3,4,4,4,2,4,4,2,2,4,5,5,3,7,6,6,5,3,4,3,4,3,4,2,2,4,2
1,25,0,1,17,NA,40,0,10000,2,4,5,3,3,4,4,2,2,2,1,1,1,4,2,2,5,6,6,4,4,4,2,3,3,4,5,4,4,4,4,3,4,3,5,2,2,4,2,2,4,3
1,30,1,1,17,"Non managarial",50,1,60000,1,5,1,4,1,4,4,5,5,5,5,2,4,6,6,0,1,3,1,1,7,1,7,7,1,7,7,7,3,2,2,7,3,2,2,5,4,1,3,4,2,1
0,27,0,1,17,"Non managarial",40,1,NA,1,2,1,1,3,1,2,2,2,1,0,3,1,3,1,1,1,4,1,4,3,1,4,1,1,4,4,4,2,1,1,4,2,3,3,2,3,1,4,2,3,1
0,37,1,2,17,"Non managarial",40,1,NA,1,2,1,1,1,1,1,6,6,6,6,5,5,6,6,5,2,3,2,1,7,1,6,5,2,7,7,6,7,6,1,6,2,1,3,1,4,2,2,4,2,1
0,65,1,2,17,"Non managarial",40,1,1e+05,2,4,4,2,3,3,2,5,5,5,0,0,5,5,5,0,6,6,6,6,7,6,1,7,7,7,6,6,7,6,7,6,5,5,5,2,4,4,5,2,3,4
1,25,1,1,17,"Non managarial",40,1,NA,3,4,2,3,3,3,2,3,3,6,4,4,3,3,5,5,3,4,4,4,6,3,6,1,3,7,5,5,1,2,2,4,3,2,4,4,4,4,4,4,3,3
1,45,0,2,17,"Middle managarial",40,1,42000,1,2,1,1,1,3,3,4,5,5,3,5,5,5,6,2,2,6,6,2,7,3,6,1,2,6,6,5,7,1,1,1,3,2,3,5,3,3,5,4,2,2
0,27,1,1,17,"Non managarial",40,1,28000,1,1,1,1,2,1,1,4,5,5,5,6,5,5,5,5,2,1,1,1,7,1,7,1,2,7,7,6,2,1,1,7,2,2,5,4,4,2,4,4,2,2
0,41,1,4,17,"Middle managarial",50,1,NA,3,2,3,2,2,2,1,4,5,5,5,5,3,6,5,4,4,4,4,3,4,1,5,1,2,6,6,5,5,2,1,5,3,2,3,3,4,3,3,4,3,2
0,29,1,1,17,"Non managarial",40,1,NA,3,2,1,1,1,2,1,3,4,6,5,6,4,5,4,5,1,4,2,2,6,1,7,6,1,6,6,5,7,1,1,6,3,1,4,4,4,2,3,3,4,2
1,36,1,1,17,"Non managarial",40,1,42000,3,4,1,2,5,2,1,5,5,6,5,4,4,6,5,5,2,3,3,2,6,1,7,2,1,7,7,6,2,2,1,6,3,2,3,5,4,2,5,5,3,1
0,65,1,3,17,"Lower managarial",40,1,80000,2,4,1,2,3,3,2,3,3,4,4,3,4,5,4,3,4,6,4,4,5,2,5,1,2,5,5,4,5,1,2,5,3,2,3,3,4,3,4,4,3,2
1,25,0,NA,17,"Non managarial",53,1,20400,4,4,2,2,3,4,4,3,3,5,0,1,1,0,3,5,7,7,6,6,5,7,5,7,7,7,2,2,4,6,7,7,4,5,5,3,2,4,3,2,5,5
0,35,1,3,17,"Non managarial",40,1,80000,3,2,1,1,2,3,1,5,5,5,1,4,4,4,4,4,2,4,2,2,6,2,6,5,2,7,6,6,2,1,1,6,3,2,3,4,4,3,4,4,3,1
1,38,1,2,17,"Non managarial",40,1,NA,1,3,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,6,6,6,7,3,7,1,1,7,7,6,6,1,1,7,3,2,3,4,3,2,4,4,3,2
1,40,1,2,17,"Middle managarial",55,1,55000,4,4,3,3,4,4,4,5,5,5,5,5,6,6,6,6,3,4,5,1,7,1,7,1,1,7,7,7,6,1,1,7,3,3,3,4,3,4,4,4,3,3
1,31,1,1,17,"Non managarial",40,1,29000,3,3,1,1,1,1,3,3,3,5,3,2,2,2,2,1,2,5,6,1,2,2,2,2,2,2,3,2,5,3,2,4,4,3,3,3,3,3,3,3,4,2
1,39,1,3,17,"Lower managarial",65,1,80000,5,4,4,5,5,4,4,5,4,6,6,6,6,5,6,5,1,7,4,1,7,1,7,1,1,5,6,4,7,3,2,6,4,4,4,3,3,4,2,1,4,3
1,49,0,2,17,"High managarial",40,1,NA,2,3,3,2,1,2,3,3,3,5,3,4,2,4,4,3,4,5,3,5,6,4,3,2,2,4,3,3,3,2,2,6,3,2,3,4,4,2,5,5,4,2
1,26,1,NA,17,"Non managarial",40,1,8000,1,2,1,2,2,3,2,0,1,3,0,0,3,0,3,3,6,7,7,5,6,5,4,1,5,7,6,3,5,3,3,5,5,3,5,3,2,3,2,3,5,5
1,25,1,1,17,"Non managarial",42,NA,NA,3,3,1,2,1,2,1,4,4,6,3,2,5,6,6,6,4,2,4,4,5,2,5,1,2,6,7,2,7,1,1,3,3,2,2,4,4,2,4,4,3,1
1,24,1,1,17,"Lower managarial",65,NA,4120,5,5,4,5,5,5,5,6,5,6,6,4,6,6,6,6,3,4,6,2,6,1,6,1,1,7,7,6,7,1,1,5,4,5,5,5,4,3,3,2,4,3
1,31,1,2,17,"Non managarial",62,1,42000,4,3,1,1,4,4,2,5,5,5,6,3,3,6,5,5,3,5,2,2,7,1,7,1,7,7,7,5,6,1,1,7,4,2,3,4,4,3,3,4,4,1
1,35,1,3,17,"Non managarial",40,1,NA,2,2,1,1,1,1,1,0,2,3,0,3,2,1,2,1,1,3,2,1,4,1,3,1,1,6,5,2,2,1,1,5,2,2,3,4,4,2,4,4,3,2
1,40,1,3,17,"Non managarial",42,1,NA,1,3,2,3,3,2,1,2,2,5,1,5,3,2,5,5,2,4,4,3,6,3,4,1,2,6,4,3,3,2,3,7,4,2,3,4,4,3,4,3,3,2
1,50,0,1,17,"Non managarial",55,1,NA,1,4,3,2,1,1,3,3,3,3,3,2,5,5,5,5,4,4,6,6,7,6,6,3,6,4,6,5,5,6,6,6,3,3,3,2,3,3,3,3,2,4
1,66,0,1,17,"Middle managarial",20,1,20000,2,3,1,2,1,2,1,1,1,3,3,2,3,3,1,0,2,1,4,3,4,4,3,1,1,3,4,4,4,4,1,1,2,2,3,3,4,2,5,3,3,3
1,51,1,3,17,"Non managarial",50,1,1e+05,4,4,4,3,2,4,3,3,3,6,3,3,5,6,6,5,4,6,7,3,6,1,4,1,2,7,5,2,7,1,1,3,2,1,2,4,5,4,4,3,2,2
1,38,1,3,17,"Non managarial",26,1,NA,1,4,3,1,3,1,1,6,6,6,6,5,5,6,6,6,2,3,3,3,7,1,2,1,1,7,7,7,7,1,1,7,1,1,1,1,5,1,5,5,1,1
0,36,1,5,17,"High managarial",53,1,2e+05,5,3,2,4,2,1,4,1,2,3,2,4,5,3,5,4,1,4,2,1,6,2,6,1,1,7,6,6,1,5,4,5,1,4,3,2,3,4,5,2,1,1
1,26,0,1,17,"Non managarial",50,NA,40000,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2
1,27,1,2,17,"Non managarial",40,1,NA,3,3,2,2,2,1,1,3,3,6,5,6,3,6,5,2,2,4,2,2,2,1,6,1,1,6,7,5,7,1,1,4,3,2,3,3,3,3,3,3,3,2
1,27,0,1,16.5,"Non managarial",40,1,20000,1,2,1,1,4,3,2,5,5,5,2,5,6,2,5,1,2,6,4,3,6,3,2,1,2,3,5,2,1,2,2,4,4,3,4,3,3,2,4,3,3,2
1,62,NA,3,16.5,NA,58,1,70000,4,5,2,3,4,5,4,6,6,6,6,5,6,6,6,6,6,5,4,3,7,4,7,1,6,7,6,3,7,3,1,7,4,4,4,3,3,4,5,3,3,2
0,43,1,3,16,"Non managarial",50,1,45000,2,2,2,3,2,3,3,3,4,5,5,4,2,4,4,4,3,3,2,2,5,3,4,2,4,6,7,6,3,2,2,6,3,2,3,4,4,2,4,4,2,2
1,57,1,3,16,"Non managarial",32,1,NA,2,3,1,3,2,3,1,3,3,6,3,5,3,3,2,1,1,4,3,3,3,1,2,1,2,2,5,4,1,1,1,6,3,2,2,4,4,2,3,4,2,1
0,37,1,3,16,"Middle managarial",70,1,1e+05,3,4,1,3,3,4,2,5,5,6,4,4,4,5,4,4,3,4,2,2,7,1,7,1,1,6,6,4,3,2,1,7,2,1,2,4,4,1,4,4,2,1
0,46,1,2,16,NA,25,1,50000,4,4,4,4,3,2,3,4,5,5,5,5,4,6,6,5,3,6,5,5,6,5,7,1,1,6,6,6,6,5,1,6,3,2,3,5,5,4,4,5,3,2
1,41,0,2,16,"Non managarial",40,1,NA,1,1,1,1,1,1,1,1,1,5,0,1,1,0,0,0,2,2,2,5,5,1,2,2,2,4,3,1,7,6,5,4,3,4,4,3,3,5,3,1,3,2
1,48,1,3,16,"Non managarial",40,1,12000,3,3,3,3,4,4,3,6,6,6,6,6,6,6,6,6,2,4,4,4,4,2,4,1,1,7,7,5,7,1,1,7,3,2,3,4,4,3,3,3,3,2
1,58,1,3,16,"Non managarial",50,1,60000,3,4,2,2,1,3,2,3,3,5,1,5,5,5,3,1,4,3,3,2,4,2,4,1,2,7,5,4,7,6,1,6,2,1,3,3,3,3,4,4,2,2
1,29,1,NA,16,"Non managarial",30,1,NA,3,3,3,1,2,2,1,5,5,5,5,5,5,5,4,3,2,2,2,2,6,2,2,2,1,6,6,3,7,2,2,6,3,1,2,5,4,2,4,4,2,2
1,23,1,1,16,"Non managarial",50,1,14400,1,1,1,1,1,1,1,3,2,1,0,0,0,1,0,0,3,4,4,4,6,5,4,4,5,5,4,4,3,3,5,5,3,2,3,4,3,3,4,3,3,3
1,38,1,3,16,"Non managarial",25,0,26000,3,4,2,2,2,3,2,5,5,5,4,4,4,5,4,4,3,4,4,2,6,2,5,2,2,6,6,3,5,3,2,5,2,2,2,4,4,2,5,5,2,2
1,46,1,3,16,"Non managarial",22,1,60000,1,2,1,1,1,1,1,3,5,6,6,5,1,6,5,0,2,5,2,1,7,2,2,1,2,7,7,5,7,2,1,7,3,1,2,5,5,1,5,5,2,1
1,22,1,1,16,"Non managarial",40,1,11000,3,1,1,1,2,1,1,5,5,5,0,5,5,6,5,0,1,3,1,1,7,1,2,1,1,6,6,2,3,1,1,6,2,1,2,5,5,1,4,5,3,1
1,51,1,2,16,"Non managarial",40,1,NA,2,2,2,2,1,1,2,1,2,5,2,2,2,2,2,2,3,4,4,3,4,4,3,4,4,6,6,3,2,2,3,5,4,4,4,3,3,4,4,3,4,4
0,23,1,1,16,"Non managarial",45,1,0,4,4,3,3,3,3,2,5,5,5,5,4,5,5,5,5,5,6,4,4,6,1,4,1,1,5,7,4,6,1,2,4,3,3,4,4,4,2,4,4,4,3
1,62,1,4,16,"Non managarial",12,0,48000,3,3,1,4,4,4,4,3,3,6,5,5,5,5,5,5,5,5,2,2,6,4,3,4,3,6,6,6,6,5,1,7,3,1,3,5,4,2,4,4,3,2
1,50,1,3,16,"Non managarial",40,1,NA,2,2,2,2,2,2,2,5,5,6,5,5,3,3,3,0,3,2,2,1,6,1,7,3,4,6,6,3,7,2,1,7,3,1,2,4,5,2,4,4,3,1
0,47,1,3,16,"Non managarial",50,1,72000,2,3,2,1,2,3,1,3,3,5,3,2,3,2,3,1,6,6,6,6,6,5,6,1,6,6,6,6,6,6,6,6,4,3,4,3,3,4,3,2,4,4
0,23,0,1,16,"Non managarial",20,0,NA,2,2,2,2,2,2,2,5,5,0,5,5,3,5,0,0,1,1,4,1,7,6,6,1,1,6,6,6,2,6,1,6,2,2,2,5,5,2,4,4,2,2
NA,68,1,3,16,"Middle managarial",50,1,70000,2,3,1,2,1,2,1,2,2,6,3,5,3,4,3,1,1,2,1,1,3,1,4,2,1,4,4,7,7,1,1,7,1,1,2,3,4,1,2,4,3,1
1,61,0,NA,16,"Non managarial",70,1,62000,3,5,3,2,1,3,4,3,4,5,4,4,5,5,6,4,4,5,3,3,5,4,6,2,2,6,7,6,6,2,2,6,4,3,4,3,3,3,4,3,4,4
1,38,1,2,16,"Non managarial",42,1,22800,2,2,1,2,1,2,1,4,5,6,5,6,5,6,5,5,2,2,1,1,6,1,5,1,1,2,7,7,6,1,1,6,2,1,2,4,5,1,5,4,1,1
1,22,1,1,16,"Non managarial",27,NA,10000,4,2,2,1,2,2,1,3,3,3,2,3,2,3,3,4,3,4,4,4,7,2,4,2,2,6,6,4,5,3,3,6,2,2,2,5,4,2,5,4,3,1
0,52,1,4,16,"Lower managarial",33,1,83405,3,3,1,2,3,3,2,5,5,6,5,5,5,6,5,6,2,2,1,2,6,1,7,2,2,7,6,6,3,2,1,5,3,2,3,4,4,2,5,4,3,3
1,36,1,3,16,"Lower managarial",55,1,NA,4,3,4,1,3,2,2,5,5,5,3,5,5,5,5,3,2,2,1,1,7,2,6,1,1,6,6,6,7,1,1,7,3,1,3,4,4,3,4,4,4,1
0,25,1,1,16,"Non managarial",40,1,NA,2,3,1,1,2,2,1,5,5,5,0,3,3,3,3,4,2,2,4,3,6,1,3,2,1,6,6,2,6,1,1,6,4,3,2,4,4,3,3,3,4,1
0,40,1,3,16,"Non managarial",30,1,70000,3,4,1,3,2,3,3,2,2,3,2,3,2,6,5,0,2,5,2,5,7,2,4,1,3,6,3,3,3,3,2,6,2,1,3,4,4,3,4,4,3,1
1,35,1,3,16,NA,45,1,70000,3,4,3,2,4,5,3,4,3,5,2,4,4,3,4,5,3,4,5,2,7,2,3,1,5,5,4,3,7,4,2,2,3,3,4,3,4,4,3,3,3,2
1,42,1,2,16,NA,40,1,NA,2,3,1,1,1,1,1,5,5,5,5,6,5,5,5,0,2,3,3,1,6,1,7,1,1,7,6,2,7,1,1,6,3,2,3,4,4,4,5,4,3,3
1,21,0,NA,16,"Non managarial",40,1,15600,1,1,1,1,1,1,1,2,2,2,1,1,1,4,1,2,5,7,7,7,7,5,7,7,7,7,7,1,7,4,4,4,5,5,5,2,2,4,2,2,4,3
1,32,0,1,16,"High managarial",56,1,NA,2,5,3,4,2,4,4,3,3,6,4,5,3,5,6,6,5,5,3,3,7,2,7,1,2,6,6,6,7,3,2,6,4,4,4,4,4,3,5,4,2,2
1,38,0,1,16,"Non managarial",40,1,NA,4,4,2,3,3,5,2,6,5,5,3,5,3,6,5,5,4,4,3,2,6,1,3,1,4,4,6,4,6,3,2,7,3,3,4,3,3,4,3,2,4,3
0,24,1,1,16,"Non managarial",10,NA,2000,5,4,2,1,1,3,3,3,4,3,5,3,1,6,4,2,5,7,5,5,4,1,4,4,4,6,6,2,4,5,4,6,2,3,3,3,5,2,2,4,3,2
1,45,0,2,16,"Middle managarial",50,1,24000,2,3,2,3,2,2,2,5,5,5,5,6,4,5,5,5,3,4,3,3,7,1,6,2,1,7,7,7,7,2,1,7,3,2,3,2,2,2,3,4,2,2
1,48,1,2,16,"Lower managarial",70,1,80000,1,5,4,4,4,5,3,1,2,5,5,4,4,5,6,1,4,5,3,2,6,2,5,1,1,2,2,2,2,1,1,2,4,2,4,4,3,3,4,2,4,2
0,37,1,3,16,"Middle managarial",40,1,60000,4,3,4,2,1,2,2,4,4,3,3,4,4,4,5,3,4,5,4,3,5,4,5,2,2,4,6,4,6,5,2,5,3,3,3,3,3,4,3,3,3,3
1,21,0,1,16,"Non managarial",60,1,25000,1,4,2,3,1,4,3,3,2,1,1,0,2,1,5,3,4,5,6,3,4,4,3,4,4,6,4,3,3,3,5,3,3,2,3,4,4,2,2,3,4,3
0,27,0,1,16,NA,50,1,50000,3,4,3,4,2,3,1,4,5,6,4,5,5,5,6,5,2,2,3,1,7,2,6,1,1,7,6,6,6,1,1,6,2,3,4,3,2,2,2,3,3,4
1,57,0,4,15,"Non managarial",40,1,NA,1,4,1,3,1,2,1,6,6,6,6,6,6,6,6,1,1,3,1,1,6,1,4,1,1,6,6,6,4,1,1,7,2,1,2,5,5,1,5,5,1,1
1,35,1,NA,15,"Middle managarial",40,1,NA,1,2,1,1,1,1,1,3,3,3,2,3,2,2,2,0,2,2,2,2,4,2,4,2,2,4,4,4,3,2,2,4,3,3,3,4,4,3,4,4,3,3
1,47,1,4,15,"Non managarial",50,1,36758,1,3,1,1,1,1,1,5,5,5,0,6,6,5,5,1,4,6,1,1,7,2,7,1,3,7,7,7,7,2,2,7,1,1,2,5,4,1,4,4,1,1
1,22,1,1,15,NA,40,1,12000,4,3,4,4,4,3,3,5,5,6,5,5,5,5,6,6,1,6,2,3,6,1,6,1,2,5,6,6,3,5,2,5,2,3,3,3,4,2,4,3,2,3
1,62,1,3,15,NA,42,1,54000,2,4,1,3,2,4,4,5,5,6,5,5,6,6,5,4,2,2,2,2,7,1,6,1,1,6,7,6,7,1,1,6,3,3,3,4,3,3,4,4,5,4
1,27,1,NA,15,"Non managarial",41,1,NA,3,3,3,3,3,3,3,1,1,2,1,5,1,2,0,0,5,2,1,1,4,3,3,1,1,1,1,1,1,2,3,3,5,4,5,3,3,3,3,3,3,3
1,21,1,1,15,NA,40,1,13500,4,2,2,1,4,4,2,2,2,3,1,0,1,1,0,1,6,4,3,2,3,4,1,4,7,3,3,2,5,7,7,3,5,4,5,4,3,2,3,4,4,3
1,21,1,1,15,"Non managarial",44,0,12000,4,3,1,3,2,3,3,3,3,3,1,5,3,1,2,3,3,4,3,3,7,1,6,1,2,7,6,3,6,1,1,6,4,2,4,5,4,2,4,5,2,1
1,22,1,1,15,"Non managarial",30,0,10000,3,2,2,1,2,1,1,5,5,5,5,3,4,4,5,5,3,3,4,2,7,3,6,1,1,7,6,6,5,2,1,1,3,3,4,4,3,2,3,3,3,2
0,62,1,3,15,"Lower managarial",55,0,43000,4,4,4,3,5,4,5,3,5,6,6,5,6,6,5,6,4,5,6,6,7,4,6,2,2,7,6,5,7,1,5,7,3,2,3,4,2,3,3,3,3,3
1,44,0,1,15,NA,50,1,28,3,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,3,4,2,2,7,3,5,1,2,7,7,6,7,1,1,7,4,4,4,4,3,3,2,3,3,4
0,25,1,NA,15,"Non managarial",55,1,20160,1,4,1,2,1,4,3,4,4,4,2,3,4,4,3,1,1,4,6,3,6,2,4,1,1,6,6,5,6,1,1,7,3,1,3,5,4,1,4,4,3,1
0,26,1,1,15,"Non managarial",40,1,NA,1,2,3,1,2,4,4,5,5,5,2,2,6,2,3,5,3,6,5,3,7,3,2,6,7,7,6,2,1,7,6,7,4,2,5,4,4,5,3,3,5,3
1,20,1,1,15,"Non managarial",50,1,12500,3,4,1,1,1,2,1,1,1,3,2,1,2,2,1,0,1,6,5,1,7,2,1,1,2,6,6,6,6,1,1,6,3,2,3,4,4,2,3,3,3,3
1,22,0,1,15,"Non managarial",40,1,7000,1,1,1,1,1,1,1,3,2,2,0,3,2,0,1,2,1,2,2,1,4,1,1,1,3,5,6,2,7,3,3,5,4,4,4,4,3,3,2,1,4,2
1,20,1,1,15,"Non managarial",50,1,15000,4,5,3,4,3,5,3,3,2,6,2,2,2,6,6,1,6,7,5,5,6,4,6,1,2,6,6,6,6,2,2,5,4,5,5,2,2,5,3,2,3,5
1,20,0,1,15,"Non managarial",48,0,12000,1,4,4,5,1,4,4,5,5,3,0,2,0,1,3,1,5,3,3,2,6,1,6,3,6,7,7,4,7,7,6,6,4,2,3,4,4,2,1,4,4,2
1,22,0,1,15,"Non managarial",16,0,11400,4,4,4,2,2,2,3,4,3,5,0,0,3,0,5,6,2,3,2,3,3,1,1,1,1,6,6,6,6,6,1,5,2,2,4,4,3,2,4,4,2,2
0,24,1,1,15,"Middle managarial",50,1,24000,2,4,4,5,3,4,4,3,2,4,3,2,3,4,5,6,7,7,4,5,7,7,7,5,6,7,5,6,6,5,4,7,4,4,5,4,3,3,2,3,4,4
1,23,0,1,15,"Non managarial",50,1,24000,3,4,3,4,4,3,4,5,5,5,4,6,6,6,6,5,2,2,2,2,6,2,6,1,1,6,6,6,4,2,1,6,3,3,4,3,3,3,3,3,3,2
0,23,1,1,15,"Lower managarial",40,1,30000,3,3,1,2,1,2,1,6,6,6,6,6,6,6,6,6,1,1,1,1,7,1,7,1,1,7,7,7,1,1,1,7,1,1,2,5,5,1,3,4,1,1
1,23,0,1,15,"Non managarial",17,0,NA,4,2,2,1,1,1,1,2,2,3,1,3,4,4,3,1,2,3,5,3,5,5,6,1,1,5,6,5,6,1,3,5,2,2,2,4,4,2,4,4,2,2
1,58,0,3,15,"Non managarial",50,1,36000,1,4,4,4,2,4,3,5,3,6,3,3,3,6,6,6,6,6,4,4,7,4,4,1,2,4,4,4,7,2,2,7,3,3,4,4,3,3,4,5,4,3
0,28,1,1,15,"Lower managarial",60,1,1e+05,4,4,3,1,4,5,2,5,5,6,6,6,6,6,6,3,1,6,5,2,7,1,7,7,1,7,7,7,7,1,1,7,4,3,3,3,3,3,4,2,5,5
1,24,0,1,15,"Middle managarial",67,1,18000,2,5,3,4,2,5,3,3,2,5,3,2,3,5,4,1,6,6,7,6,6,7,5,1,5,7,7,7,6,6,5,6,5,5,5,3,2,3,2,2,5,5
