"Sex","Age","Marital.status","Number.of.children","Years.of.education","Managerial.position","Work.hours","Full.time","Income","BWAS1","BWAS2","BWAS3","BWAS4","BWAS5","BWAS6","BWAS7","UWES1","UWES2","UWES3","UWES4","UWES5","UWES6","UWES7","UWES8","UWES9","MBI1","MBI2","MBI3","MBI4","MBI5","MBI6","MBI7","MBI8","MBI9","MBI10","MBI11","MBI12","MBI13","MBI14","MBI15","MBI16","PSS1","PSS2","PSS3","PSS4","PSS5","PSS6","PSS7","PSS8","PSS9","PSS10"
1,41,1,3,19,"Non managarial",40,1,36000,2,2,2,1,1,1,1,5,5,5,2,5,5,2,5,5,2,1,2,1,7,2,4,2,3,7,7,7,7,2,2,7,3,3,3,3,3,2,3,3,3,3
1,42,1,NA,19,"Non managarial",45,1,38000,2,4,2,3,3,3,3,5,5,5,2,6,6,5,5,5,3,4,2,1,7,2,4,1,2,6,6,3,4,1,1,6,2,2,3,3,4,3,2,3,3,2
0,31,0,1,19,"Non managarial",48,1,NA,4,3,4,1,2,1,1,3,3,5,5,5,4,5,5,4,1,4,2,4,5,4,3,5,5,6,7,5,6,2,5,6,4,3,4,3,3,3,3,4,4,3
0,31,1,1,19,"Lower managarial",48,1,51000,3,4,4,4,4,3,2,5,5,5,5,5,5,5,5,5,2,2,2,1,7,2,5,2,2,7,6,6,6,2,2,6,2,2,2,4,4,3,5,4,2,2
1,45,1,2,19,"Non managarial",25,1,52000,3,2,2,1,1,3,2,4,5,6,6,5,6,6,5,6,3,4,3,1,5,2,4,1,1,6,6,4,7,1,1,6,2,3,2,4,3,2,3,4,3,3
1,32,1,2,19,"Middle managarial",45,1,55000,3,3,1,2,3,4,3,5,3,3,3,3,4,5,5,5,3,4,3,4,7,3,6,1,5,6,6,6,6,6,5,5,4,2,2,4,4,3,3,4,3,2
1,25,1,NA,19,"Non managarial",50,1,2300,1,4,3,4,1,4,3,2,1,4,1,1,1,4,4,2,4,6,6,6,7,3,6,6,5,7,7,5,3,6,4,4,4,4,4,2,3,2,1,1,4,3
1,37,0,NA,19,"Non managarial",52,1,40000,3,4,3,3,4,1,3,1,1,1,2,2,3,3,3,5,6,6,4,3,5,7,4,4,4,3,4,3,3,3,3,2,3,2,3,4,4,3,4,4,3,2
1,52,1,3,19,"Non managarial",40,1,50000,2,2,1,1,1,3,2,3,4,5,3,3,3,2,4,2,2,4,2,2,7,2,6,1,2,6,2,5,2,2,2,6,2,2,3,2,4,2,4,4,2,2
1,26,1,1,19,"Non managarial",45,1,26707,2,4,1,4,2,3,3,4,4,6,3,5,3,5,5,5,4,4,4,3,5,2,2,1,1,6,6,6,6,2,2,5,2,5,4,4,3,5,4,3,3,3
1,25,1,NA,19,"Non managarial",40,1,NA,1,4,1,2,1,4,3,5,5,4,1,6,2,6,1,1,1,3,3,1,6,1,6,1,1,7,7,3,6,1,1,7,3,2,2,4,4,1,4,5,2,1
0,26,0,1,19,"Non managarial",20,1,10150,3,3,2,1,3,2,1,5,6,5,4,3,3,6,5,3,2,4,3,1,7,1,6,1,1,6,7,4,7,3,1,6,2,1,2,1,4,1,5,5,2,1
1,26,1,NA,19,"Non managarial",50,1,20000,5,5,5,4,3,5,3,5,5,3,3,3,5,5,3,2,3,4,3,1,6,2,7,2,2,7,7,3,6,3,2,6,5,3,5,3,3,2,2,3,5,4
1,30,1,4,19,"Middle managarial",50,1,45000,4,4,1,4,3,2,1,5,5,5,3,5,5,5,4,4,3,5,4,3,6,3,4,2,3,4,5,4,2,4,2,4,4,4,5,3,3,4,3,3,4,2
1,37,1,2,19,"Non managarial",45,1,NA,1,1,1,1,1,1,1,6,6,6,3,6,6,4,2,0,2,1,1,1,5,1,6,1,1,6,7,2,7,2,2,7,2,2,1,4,3,2,4,4,2,2
0,NA,1,2,19,"Non managarial",NA,1,NA,2,2,1,1,1,1,1,2,2,5,1,3,1,4,4,5,2,5,5,5,6,3,4,1,3,6,3,3,4,2,2,4,2,2,3,2,4,3,4,4,2,2
0,31,1,1,19,"Non managarial",40,1,36000,4,2,2,1,3,3,1,3,3,3,3,4,4,5,4,3,3,6,6,6,6,5,6,3,5,6,6,3,5,5,3,4,3,4,4,3,3,3,4,3,3,3
0,63,1,2,19,"Non managarial",40,1,60000,3,3,1,2,2,2,1,5,5,5,5,5,5,6,5,4,2,4,4,2,6,3,3,1,2,6,6,2,7,1,1,6,3,2,3,4,3,3,4,3,3,2
1,55,1,3,19,"Lower managarial",42,1,65786,2,3,3,2,3,3,3,5,5,6,5,5,5,6,5,5,2,2,2,2,6,2,6,1,2,4,6,4,7,4,2,7,3,3,3,3,4,3,4,4,4,3
1,29,1,NA,19,"Non managarial",40,1,55000,4,3,1,2,3,3,2,4,4,5,3,2,4,4,4,4,6,6,6,6,7,5,4,1,3,6,6,5,4,3,3,2,2,2,2,1,4,4,4,4,2,2
0,47,1,2,19,"High managarial",98,1,60000,1,3,2,4,2,3,1,5,6,6,6,6,5,6,6,3,1,1,2,1,7,1,7,1,1,7,7,6,7,2,1,7,3,4,3,4,4,2,3,4,2,2
0,26,0,1,19,"Lower managarial",30,0,NA,4,5,4,4,4,3,1,6,5,6,6,5,5,6,6,5,2,5,1,1,7,1,7,1,1,6,7,6,2,1,1,7,2,1,2,4,5,2,5,5,3,1
0,44,1,3,19,NA,50,1,NA,4,3,4,3,4,3,2,5,5,5,5,1,3,5,4,5,1,6,5,6,7,2,7,2,1,6,7,4,5,5,1,6,4,3,2,5,4,4,4,4,4,1
1,39,1,2,19,"Middle managarial",41,1,42000,2,3,2,2,2,3,3,5,5,6,5,6,6,5,6,4,3,1,3,1,7,1,7,1,4,7,7,7,7,3,1,7,3,3,4,5,3,3,4,4,4,3
1,44,1,3,19,"High managarial",34,0,91000,1,4,4,3,3,4,3,5,5,5,5,4,4,4,5,4,2,4,2,3,4,2,4,2,2,5,5,3,5,1,1,6,3,3,3,4,4,2,4,4,4,2
1,38,1,2,19,"Lower managarial",50,1,18600,3,5,4,4,5,5,5,6,6,6,6,6,6,6,6,6,2,1,1,1,7,1,7,1,1,7,7,1,5,4,4,7,2,3,3,3,4,3,4,3,3,3
1,26,1,1,19,"Non managarial",60,1,55000,3,4,1,2,3,4,2,4,4,5,4,3,5,5,5,4,2,4,3,2,4,2,4,2,2,4,5,3,7,2,1,5,3,2,3,4,4,2,4,4,2,1
1,53,1,3,19,"Middle managarial",42,1,50000,1,3,1,2,1,2,1,3,3,4,0,5,1,5,3,3,2,2,2,1,7,3,2,7,7,7,3,6,7,4,1,5,3,1,2,4,4,2,4,4,2,1
0,56,1,4,19,"Middle managarial",70,1,NA,2,4,1,4,2,5,3,3,3,5,2,1,5,3,6,5,6,6,6,2,6,4,6,1,6,6,7,6,6,5,3,5,2,3,2,5,4,3,4,4,2,2
1,42,1,2,19,"Non managarial",46,1,66000,4,4,4,4,4,3,2,1,1,5,1,1,2,3,5,3,6,5,6,6,4,5,5,2,5,3,3,2,6,4,3,4,4,4,4,2,2,4,3,2,4,4
1,39,1,3,19,"Middle managarial",44,1,70000,1,4,1,2,1,2,2,3,3,3,2,2,1,3,2,1,3,4,4,3,6,2,6,5,6,7,6,6,5,2,2,6,2,3,3,4,3,3,3,3,2,3
1,28,1,1,19,"Non managarial",40,1,48000,1,2,1,1,1,1,1,1,1,6,1,5,5,3,1,3,4,4,4,4,6,4,2,1,6,7,4,2,6,6,6,4,3,2,2,4,3,2,5,4,1,1
1,40,1,2,19,"Non managarial",40,1,NA,1,4,1,3,2,4,1,5,5,6,5,5,6,6,6,6,2,2,1,1,6,1,7,1,2,4,7,2,1,6,1,7,3,2,3,4,3,3,4,4,3,2
1,31,0,1,19,"Middle managarial",45,1,90000,3,4,3,3,3,4,3,5,4,5,3,5,4,4,4,5,4,4,5,4,6,3,3,3,4,3,3,3,2,3,2,3,3,4,3,3,3,3,3,3,4,3
1,25,1,1,19,"Lower managarial",60,1,46800,2,2,3,3,1,3,1,1,1,3,1,0,2,1,2,2,5,3,3,3,4,4,1,7,7,6,5,2,3,7,7,2,3,4,3,5,3,4,3,3,4,2
1,22,0,1,19,"Non managarial",50,1,38000,3,4,2,3,1,2,2,4,4,1,0,2,2,0,1,0,6,5,5,5,6,4,1,2,4,3,1,1,3,7,7,2,2,1,2,4,4,2,4,3,2,2
0,25,0,NA,19,"Non managarial",40,NA,1500,4,4,4,4,2,3,3,2,2,4,3,2,4,5,4,3,1,5,6,6,4,2,4,3,4,4,5,5,5,4,2,4,4,3,4,3,3,3,4,3,4,4
1,34,1,1,19,"Non managarial",48,1,12000,1,3,3,2,3,3,1,1,1,2,1,3,3,5,6,2,4,6,5,2,3,4,2,1,2,4,4,2,6,2,2,2,3,4,5,3,4,4,4,4,5,3
1,30,0,1,18.5,"Non managarial",40,1,24000,3,3,3,2,4,2,2,5,5,4,3,5,5,4,5,6,2,5,2,2,6,2,3,2,2,7,7,4,7,5,2,7,3,3,3,3,3,3,4,3,4,3
0,40,0,3,18,"Lower managarial",35,1,66000,3,4,4,4,4,2,1,6,6,6,6,6,6,6,6,5,1,2,1,1,7,1,7,1,1,7,7,2,7,1,1,7,2,2,1,4,4,1,4,5,2,1
1,26,1,2,18,NA,45,1,NA,3,4,1,3,1,2,3,4,4,3,0,1,1,1,0,2,3,3,3,1,6,1,6,1,1,3,2,5,6,1,3,3,4,3,3,5,5,3,5,3,3,2
1,37,1,3,18,"Non managarial",45,1,43000,1,1,1,1,2,2,4,5,5,6,5,5,5,5,5,5,2,6,2,1,5,1,6,1,1,7,7,6,2,4,1,6,3,2,3,4,4,3,3,3,2,2
0,57,1,2,18,"Lower managarial",60,1,70000,1,3,3,3,2,4,1,2,2,5,2,2,4,2,5,5,4,4,4,4,6,6,4,1,6,5,5,5,7,5,6,5,3,3,3,3,2,3,3,1,4,3
1,42,1,2,18,"Lower managarial",45,1,1e+05,3,4,1,4,4,1,3,3,5,6,4,4,5,6,6,5,2,5,4,3,4,2,4,1,2,4,5,4,2,2,2,3,4,1,3,5,5,3,3,4,3,2
1,37,1,2,18,"Non managarial",40,1,45000,2,2,1,1,1,1,3,5,5,4,0,3,0,2,0,0,4,5,3,7,4,6,5,7,7,5,6,1,6,7,6,7,3,1,4,5,4,3,4,4,4,1
0,44,1,3,18,"Lower managarial",60,1,82000,3,4,4,5,2,4,3,6,5,6,5,6,5,6,6,4,4,5,3,4,7,4,6,1,1,7,7,6,6,2,1,7,3,2,3,4,5,2,4,4,2,2
1,44,1,3,18,"High managarial",50,1,NA,4,4,4,4,3,3,3,5,5,6,5,5,5,5,6,4,4,4,3,4,6,3,7,2,3,6,6,6,6,6,2,7,3,1,4,5,4,3,5,4,4,2
1,54,1,3,18,"Non managarial",40,1,77857,1,2,1,2,1,2,2,5,5,6,5,5,5,6,3,1,1,2,1,1,1,1,7,1,2,7,7,7,1,1,1,7,2,1,2,5,5,2,5,5,1,1
0,46,1,3,18,"High managarial",30,0,NA,1,4,2,1,1,3,1,4,4,6,2,4,4,6,5,5,1,3,3,1,6,1,7,1,4,7,7,6,3,4,1,7,1,2,3,4,5,1,4,5,3,1
1,31,1,1,18,"Lower managarial",42,1,38000,3,4,4,3,3,2,2,2,3,5,4,5,5,4,5,5,5,6,2,3,6,2,3,1,3,3,4,4,6,3,2,5,2,2,4,4,4,2,3,4,3,2
0,41,1,3,18,"Non managarial",40,1,75000,2,2,1,1,1,2,1,5,5,5,2,5,2,3,3,1,2,3,2,2,6,1,3,2,4,4,4,3,5,1,2,3,3,2,2,4,5,2,5,4,3,2
1,40,1,3,18,"Non managarial",40,1,NA,1,2,1,2,1,1,1,3,4,6,6,5,0,6,6,1,3,5,2,1,4,2,3,1,2,7,6,6,7,1,1,7,3,2,3,4,4,2,1,4,3,2
1,25,0,NA,18,"Non managarial",80,0,NA,4,4,4,5,4,5,2,3,4,5,4,4,4,4,5,5,5,6,6,5,7,4,4,5,6,5,6,6,6,4,5,6,4,5,5,4,2,4,3,1,4,4
0,NA,1,1,18,"Lower managarial",12,NA,NA,3,3,2,4,3,4,4,3,3,5,3,2,2,3,5,4,5,4,5,6,6,4,5,3,3,6,5,4,6,3,5,6,4,3,5,2,3,2,3,2,4,3
0,54,1,3,18,"Lower managarial",45,1,52000,3,4,3,4,3,3,3,6,5,6,5,6,5,5,5,5,4,4,3,3,6,4,4,1,2,7,7,4,7,1,2,6,4,3,4,3,3,4,3,3,3,3
1,43,1,2,18,"Lower managarial",40,1,25800,1,3,1,1,1,2,1,0,1,5,2,1,0,1,0,0,2,4,3,1,4,2,2,1,1,4,4,1,4,3,3,7,2,4,3,2,2,3,4,3,3,3
1,34,1,2,18,"Middle managarial",60,1,55000,3,4,1,4,2,4,3,4,3,5,4,2,3,4,5,0,4,7,6,4,7,6,1,1,4,4,4,3,4,5,3,5,2,3,4,3,3,3,4,4,3,1
1,30,1,1,18,"Non managarial",40,1,24000,1,1,1,1,2,2,1,4,4,3,0,3,3,0,0,0,2,5,5,5,4,2,1,1,2,5,5,1,5,6,6,2,5,5,5,5,5,5,3,3,4,4
1,25,1,NA,18,"Non managarial",21,0,NA,3,2,1,3,1,1,1,3,3,6,5,5,2,6,1,0,1,1,1,1,7,1,2,1,1,7,7,2,7,1,1,7,3,3,3,4,3,3,5,4,4,3
1,25,0,1,18,"Non managarial",48,1,NA,2,3,3,4,1,3,4,4,3,5,4,5,3,4,4,1,4,5,4,2,6,1,6,1,1,5,6,4,4,3,1,6,4,3,4,3,3,3,4,4,3,3
NA,NA,1,1,18,"High managarial",40,1,NA,1,2,1,2,1,3,1,5,5,2,1,1,0,0,1,1,2,3,2,3,6,2,6,3,2,6,6,6,5,3,1,6,2,1,3,4,5,2,4,4,3,2
1,37,1,2,18,"Non managarial",42,1,NA,2,2,3,2,1,3,2,2,2,3,3,2,3,2,3,3,4,5,4,3,6,4,3,4,4,4,4,4,2,5,5,3,4,3,4,3,3,4,3,3,4,4
1,31,1,1,18,"Lower managarial",20,0,18000,1,3,2,1,2,1,1,4,5,5,5,4,5,4,4,5,4,3,2,2,6,2,5,1,3,6,6,4,7,2,2,6,3,4,3,3,3,2,4,2,2,3
1,26,1,1,18,"Non managarial",40,1,NA,3,3,3,1,1,3,2,5,5,5,4,5,4,5,3,3,5,5,2,1,7,1,2,1,1,6,7,6,7,1,1,7,4,2,4,5,5,2,5,4,3,2
1,37,0,2,18,"Non managarial",40,1,30000,4,3,4,2,4,2,4,5,5,5,0,0,6,0,0,6,2,7,7,6,7,6,7,6,7,7,7,7,6,6,6,7,2,3,5,4,3,2,5,3,4,4
0,36,1,2,18,NA,44,1,72000,2,3,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,2,1,1,7,1,7,1,1,7,7,7,2,1,1,7,2,1,2,5,4,1,5,4,1,1
1,56,1,2,18,"Lower managarial",60,1,NA,3,4,2,3,1,4,2,5,5,6,3,5,6,1,6,3,3,4,2,2,6,3,2,2,2,3,3,2,3,2,1,3,2,2,3,5,4,3,5,4,2,2
1,32,1,2,18,"Non managarial",40,1,35000,2,2,1,1,1,1,1,5,5,5,4,5,4,5,3,1,2,3,2,1,4,3,2,1,1,7,6,5,4,2,2,6,3,3,4,3,3,3,3,3,4,4
1,41,0,2,18,"Non managarial",40,1,NA,1,4,1,1,1,1,1,5,5,6,6,6,6,6,6,6,1,2,1,1,7,1,4,1,1,7,7,4,1,1,1,7,2,2,2,4,4,2,4,4,2,2
0,38,1,2,18,"Lower managarial",40,1,76800,2,3,1,1,1,2,2,6,6,6,6,6,6,6,6,6,1,6,2,1,7,1,7,1,1,7,6,6,7,1,1,7,4,3,3,4,4,3,4,4,3,3
1,30,1,1,18,"Non managarial",40,1,32000,2,3,2,1,1,1,1,5,5,5,3,5,3,5,5,1,2,2,1,1,2,2,2,2,2,6,6,4,6,2,2,5,4,4,4,4,3,4,4,3,4,4
1,45,1,5,18,"Non managarial",30,1,12000,3,4,4,4,3,4,4,2,2,4,2,2,1,1,1,1,5,6,6,6,4,3,1,1,2,3,3,3,3,2,3,3,3,3,3,2,3,4,3,3,4,3
1,37,1,3,18,"Non managarial",48,1,90000,1,4,3,3,3,5,2,1,1,2,3,2,2,3,3,1,4,6,4,5,6,4,5,2,2,4,5,4,4,2,2,4,3,3,4,5,3,4,3,4,4,3
1,30,1,1,18,"Non managarial",40,1,8000,4,4,2,2,3,2,1,3,2,5,1,4,4,3,3,3,4,5,3,3,6,2,4,2,2,3,4,6,5,2,1,2,4,2,4,4,4,4,5,4,3,4
1,30,1,1,18,"Non managarial",40,1,26400,3,3,2,2,2,3,2,5,5,6,3,5,5,5,6,6,1,4,2,2,5,1,4,1,1,6,5,3,7,1,1,6,3,3,4,4,3,3,3,3,4,3
0,39,1,3,18,"Middle managarial",86,1,150000,2,2,2,2,2,1,1,2,3,3,3,3,2,2,3,4,2,4,4,4,5,2,5,3,3,5,5,4,6,3,2,4,2,1,2,4,3,1,3,3,4,2
1,26,1,1,18,"Non managarial",25,0,60000,1,1,3,1,1,1,1,6,6,6,6,6,5,6,6,4,1,1,1,1,7,1,7,1,1,7,7,7,6,1,1,7,1,1,2,2,4,1,5,5,1,2
0,26,1,1,18,"Non managarial",40,1,35428,2,3,1,1,1,1,1,3,3,3,2,3,2,3,3,2,5,5,5,3,6,4,3,3,4,6,4,4,4,5,4,6,4,4,3,3,4,3,3,3,4,3
1,28,1,1,18,"High managarial",50,1,30000,1,2,1,4,1,2,1,4,4,5,4,5,5,5,6,5,6,5,6,2,6,2,6,7,6,5,7,7,7,6,1,5,3,2,4,2,3,4,3,3,3,4
1,48,0,3,18,NA,60,1,NA,3,4,4,4,3,3,3,5,5,5,3,5,5,5,5,5,4,5,5,2,7,4,4,2,4,6,6,6,5,2,3,6,2,1,3,4,4,2,3,4,3,1
0,27,1,1,18,"Non managarial",50,0,24000,2,3,1,2,2,2,1,3,4,3,2,4,4,3,4,4,1,2,1,2,4,1,3,1,1,4,4,2,2,2,2,4,1,1,1,5,4,1,5,4,1,1
1,30,1,1,18,"Non managarial",47,1,35000,2,3,2,2,3,3,2,5,5,6,4,4,5,5,5,5,3,3,4,2,6,1,4,1,1,5,5,4,5,3,2,6,3,3,3,4,4,2,3,4,3,2
0,34,1,2,18,"Non managarial",42,1,80000,3,3,1,1,1,2,1,3,3,5,5,5,4,6,5,4,2,4,5,2,7,2,6,1,2,7,6,4,3,1,2,7,3,1,3,5,4,2,4,4,2,2
0,41,1,3,18,"High managarial",50,1,NA,2,2,1,2,1,2,2,3,3,3,1,3,1,2,2,5,2,3,3,2,4,3,5,2,3,4,3,2,4,2,4,4,2,2,2,4,4,3,3,3,4,2
1,26,1,1,18,"Non managarial",36,1,NA,4,4,2,3,5,5,4,5,3,6,3,5,6,5,6,6,6,5,6,2,7,1,1,1,4,6,7,2,7,7,4,4,4,4,5,4,3,4,2,2,4,2
1,53,1,1,18,"Non managarial",60,1,68000,5,5,4,5,4,4,4,5,5,6,6,6,6,6,6,5,6,6,4,4,7,3,6,1,1,7,7,6,7,1,1,7,3,2,4,1,4,4,5,4,3,3
0,24,0,1,18,NA,40,1,NA,2,4,5,5,3,5,4,4,4,4,2,2,2,4,4,3,6,4,5,5,6,3,3,4,4,4,5,3,4,3,3,3,3,4,3,2,2,4,3,1,5,4
1,43,1,3,18,"Non managarial",40,0,NA,4,4,2,4,2,3,2,5,5,5,2,3,4,5,3,1,2,6,3,4,7,2,6,1,2,7,6,4,6,2,2,6,3,2,3,4,3,3,3,4,3,2
1,26,1,NA,18,NA,40,1,NA,2,3,3,2,2,2,1,3,3,4,2,4,5,3,5,5,3,4,4,2,7,3,4,1,2,7,4,3,3,3,2,6,4,2,3,4,4,1,4,4,2,2
1,38,1,1,18,"Lower managarial",45,1,35000,3,4,3,2,2,2,2,5,5,5,5,4,5,5,4,3,2,2,2,1,4,2,4,2,3,6,6,6,7,4,1,7,3,3,3,4,4,3,3,3,3,2
1,25,1,1,18,"Non managarial",40,1,27280,1,3,1,3,1,3,2,6,5,5,4,6,5,6,5,1,3,4,1,1,6,1,4,1,1,7,6,4,3,1,1,6,3,3,3,4,4,3,3,4,2,2
0,40,1,3,18,"Lower managarial",40,1,77900,1,2,1,1,1,1,1,2,5,5,2,5,2,3,1,2,2,2,2,2,4,1,3,1,1,4,6,3,7,1,1,6,3,2,2,4,4,3,3,4,2,2
0,25,1,1,18,"Lower managarial",55,1,60000,3,5,4,4,3,5,4,3,3,6,3,0,1,3,3,2,4,4,3,1,7,2,3,1,3,6,7,6,6,5,3,7,4,3,4,3,4,3,2,3,5,3
1,26,0,1,18,"Non managarial",40,1,NA,1,1,1,1,1,1,1,4,4,4,4,5,3,3,3,1,2,1,2,1,6,1,4,1,1,6,4,4,4,1,1,4,2,1,1,5,5,1,5,5,2,1
1,25,1,1,18,"Lower managarial",40,1,NA,4,4,1,2,1,2,1,4,5,6,5,5,5,6,5,0,2,3,4,2,6,2,5,1,2,6,6,5,6,2,2,6,3,1,2,4,3,2,5,4,1,2
0,56,1,2,18,"Lower managarial",NA,1,70000,4,5,5,1,5,5,4,0,0,2,2,6,6,0,5,6,7,7,7,7,1,7,1,7,7,2,1,1,7,7,7,6,4,5,5,1,1,5,2,1,4,5
0,26,1,1,18,"Non managarial",40,1,90000,3,3,1,1,1,2,1,4,5,5,4,3,4,5,4,4,4,6,3,3,6,1,6,1,2,6,6,6,6,4,2,5,2,2,3,5,5,3,3,4,3,2
0,26,1,1,18,"Non managarial",40,1,70000,3,2,2,2,2,2,1,4,3,5,5,4,5,5,5,4,4,4,5,4,6,2,4,4,2,6,6,6,6,2,3,5,4,3,4,3,4,3,4,3,3,3
1,25,1,1,18,"Non managarial",40,1,NA,2,2,1,1,1,3,1,5,5,6,1,4,5,1,4,1,6,6,3,2,7,1,6,6,6,7,6,2,6,6,5,7,3,4,4,4,4,2,3,3,3,4
1,42,1,2,18,"Non managarial",40,1,NA,3,4,3,2,3,3,2,4,4,5,5,5,4,6,6,2,2,3,5,2,7,1,6,1,2,7,7,6,6,1,1,6,4,3,4,2,2,3,3,4,4,1
1,39,1,5,18,"High managarial",40,1,NA,4,4,3,3,3,3,2,5,5,5,3,5,5,5,6,6,4,5,5,2,6,3,7,1,1,6,6,6,6,2,2,7,5,4,5,4,4,4,3,3,4,3
0,31,1,2,18,"Lower managarial",40,1,70000,4,2,3,1,1,2,1,5,5,4,4,5,5,4,3,3,2,2,1,1,6,1,5,2,2,5,6,3,5,2,1,5,3,3,3,4,4,4,3,4,3,2
1,25,1,1,18,"Non managarial",40,0,1000,3,2,4,1,1,1,1,1,2,3,2,2,3,3,5,3,3,4,5,2,4,1,3,2,2,3,3,2,6,2,3,3,3,4,4,2,3,5,4,2,3,3
0,36,0,1,18,NA,65,1,120000,3,4,1,2,1,2,1,0,3,3,2,1,2,1,2,0,1,6,6,4,4,2,2,4,4,6,6,6,6,5,1,6,3,2,3,4,4,2,4,4,3,2
1,24,0,1,18,"Non managarial",41,1,10000,5,4,5,5,4,4,4,5,4,6,5,5,6,6,6,6,5,3,3,4,4,3,3,3,3,2,7,7,7,4,4,3,4,4,3,4,3,4,3,3,3,3
1,60,1,2,18,NA,40,1,40000,2,3,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2,4,3,3,2,3,3,1,1,4,3,3,4,2,2,4,2,1,2,4,4,4,3,3,2,2
0,60,1,4,18,"Lower managarial",NA,1,60000,1,3,1,3,1,2,1,3,5,6,2,2,1,4,1,1,1,3,2,2,6,1,5,1,1,7,5,4,6,1,1,2,4,3,3,4,5,3,5,4,2,2
1,40,1,1,18,"Lower managarial",45,1,NA,2,4,3,5,1,5,4,4,4,3,2,0,3,6,5,5,2,3,3,2,6,2,4,1,2,6,7,4,7,2,1,6,4,3,4,4,4,3,3,3,3,4
1,45,1,3,18,"High managarial",60,1,NA,1,5,1,4,3,3,3,6,6,6,6,6,6,6,6,5,4,5,1,1,7,1,7,1,1,7,7,7,7,1,1,7,3,2,3,5,5,1,2,4,1,1
1,51,1,1,18,"Lower managarial",NA,1,65000,4,4,3,2,3,2,2,5,5,5,2,5,4,4,5,4,2,3,3,2,7,2,6,1,2,6,6,4,4,2,2,5,3,2,3,4,3,3,3,3,3,2
1,39,1,3,18,NA,40,1,NA,1,3,1,1,3,2,1,5,5,5,4,5,1,5,5,2,3,3,3,2,7,2,4,1,3,7,6,3,5,2,2,7,3,3,3,4,3,3,4,3,4,3
1,26,1,1,18,"Non managarial",45,1,30000,4,3,4,1,2,1,1,4,4,4,4,5,5,4,4,4,3,4,4,3,6,2,4,2,3,6,6,4,4,5,4,5,5,4,4,4,3,3,4,3,5,3
0,28,1,1,18,"Non managarial",50,1,50000,4,4,1,3,3,5,2,3,3,5,3,2,3,2,3,5,6,6,6,5,5,6,5,6,6,6,7,4,6,5,5,5,4,4,3,3,3,3,3,3,3,3
0,47,1,3,18,"Lower managarial",43,1,78000,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,6,3,4,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2,4,3,3,2,2,2
1,40,0,1,18,"Lower managarial",50,1,55000,3,4,1,1,1,1,1,4,3,3,2,2,2,1,2,1,4,6,5,5,4,3,3,2,3,6,4,2,1,2,1,5,1,1,2,4,4,3,4,4,2,2
1,24,1,1,18,"Non managarial",40,1,36000,2,2,2,1,1,1,1,5,5,6,5,4,5,6,6,4,3,4,4,1,7,1,6,1,1,7,7,5,7,1,1,7,2,2,3,4,4,2,4,4,2,2
1,30,1,1,18,"High managarial",40,1,80000,2,2,1,1,3,1,1,1,1,1,0,0,1,1,0,1,1,3,4,4,3,1,1,2,2,2,3,3,2,4,4,3,3,3,3,4,4,3,2,3,3,2
1,29,1,1,18,"Non managarial",95,1,26400,2,4,1,3,2,1,1,5,4,5,3,6,3,4,3,1,4,6,5,5,4,3,4,6,3,6,6,3,2,3,2,5,2,2,4,4,4,2,3,4,2,1
1,45,1,3,18,"Lower managarial",60,1,60000,4,3,1,2,1,2,1,6,6,6,6,5,6,6,6,6,1,3,2,1,7,1,4,1,2,7,7,7,4,1,1,7,2,1,1,5,4,2,4,4,2,2
1,28,0,1,18,"Non managarial",48,1,50000,1,3,1,2,3,3,4,6,6,6,6,6,6,6,6,6,3,3,1,1,7,1,4,1,3,7,7,7,1,1,1,7,3,3,4,3,5,2,3,4,2,2
1,35,1,2,18,"Lower managarial",46,1,55000,2,4,4,2,3,2,2,5,5,6,3,6,5,6,6,5,1,4,1,1,5,1,6,1,1,6,7,6,1,1,1,6,3,3,4,2,4,3,5,3,4,2
1,28,1,1,18,"Lower managarial",60,1,36000,4,4,2,4,3,4,4,6,6,6,5,5,6,6,6,6,1,4,3,1,7,1,6,1,1,7,7,6,7,1,1,7,3,3,4,4,3,3,4,3,3,2
1,44,1,2,18,"High managarial",98,1,60000,4,4,3,3,4,4,3,3,3,3,3,6,6,4,6,2,4,4,3,3,6,3,7,1,2,6,6,6,4,2,2,6,1,2,3,4,3,2,5,4,4,2
1,28,0,1,18,"Non managarial",40,1,NA,2,1,3,3,3,3,3,1,0,0,0,0,0,0,0,0,4,4,5,7,2,7,3,3,7,4,4,4,4,3,7,2,4,4,5,2,1,5,2,3,5,5
1,25,1,NA,18,"High managarial",NA,1,34184,4,5,5,5,5,4,5,5,6,6,6,5,6,6,6,6,3,6,2,2,6,1,7,1,2,6,7,7,7,2,1,7,5,4,5,4,4,3,4,3,2,2
1,47,0,NA,18,"Lower managarial",50,1,91000,2,3,1,4,2,3,3,1,2,6,2,2,3,4,4,4,4,5,2,1,6,5,4,1,4,6,4,4,5,5,1,5,4,4,4,3,3,4,2,2,4,3
